HID,SQ1,SQ2,SQ3,DQ3,DQ4,Q1,BA01_1,BA01,BA02,BA03,BA04,BA05,WT
1140011,7,1,1,3,3,2,7,6,1,3,3,3,.989265231003087
1140013,7,1,1,2,1,2,7,6,1,2,2,1,.549732856491984
1140014,7,1,1,3,2,2,7,6,1,2,3,2,.549732856491984
1141001,7,1,3,2,3,2,7,6,1,2,2,3,.238268961647612
1141002,7,1,3,2,3,2,7,6,1,2,2,3,.238268961647612
1141003,7,1,3,2,4,2,7,6,1,2,2,4,.238268961647612
1141005,7,1,3,2,2,2,7,6,1,2,2,2,.238268961647612
1141006,7,1,3,2,2,2,7,6,1,2,2,2,.238268961647612
1141008,7,1,3,3,4,2,7,6,1,3,3,4,.42877407926704
1141009,7,1,3,2,3,2,7,6,1,2,2,3,.238268961647612
1141010,7,1,3,2,4,2,7,6,1,2,2,4,.238268961647612
1141011,7,1,3,1,2,2,7,6,1,1,1,2,.433891158386593
1141012,7,1,3,2,2,2,7,6,1,2,2,2,.238268961647612
1142001,7,1,3,1,2,2,7,6,1,1,1,2,.526454605509068
1142004,7,1,1,3,11,2,7,6,1,4,3,7,.774280849241533
1142007,7,1,3,2,9,2,7,6,1,2,2,7,.28909967346577
1142009,7,1,3,1,4,2,7,6,1,1,1,4,.526454605509068
1142011,7,1,3,3,6,2,7,6,1,2,3,6,.28909967346577
1142013,7,1,3,3,5,2,7,6,1,3,3,5,.52024588284401
1142016,7,1,1,3,5,2,7,6,1,4,3,5,.774280849241533
1142018,7,1,3,3,5,2,7,6,1,3,3,5,.52024588284401
1142021,7,1,1,2,4,2,7,6,1,2,2,4,.342641711923086
1142023,7,1,1,3,7,2,7,6,1,4,3,7,.774280849241533
1143001,7,1,2,2,2,2,7,6,1,2,2,2,.496266902073891
1143003,7,1,2,2,5,1,7,6,1,2,2,5,.496266902073891
1143005,7,1,1,2,3,2,7,6,1,2,2,3,.35958553284236
1143006,7,1,3,2,2,2,7,6,1,2,2,2,.303395811164627
1143008,7,1,3,1,2,2,7,6,1,1,1,2,.552488075012264
1143009,7,1,1,2,2,2,7,6,1,2,2,2,.35958553284236
1143011,7,1,1,3,6,2,7,6,1,3,3,6,.647087873704074
1143013,7,1,2,2,1,2,7,6,1,2,2,1,.496266902073891
1143015,7,1,3,3,5,2,7,6,1,4,3,5,.685595355587072
1143016,7,1,5,1,3,2,7,6,1,1,1,3,.552488075012264
1144001,7,1,3,2,2,2,7,6,1,2,2,2,.317691948863483
1144003,7,1,3,1,1,2,7,6,1,1,1,1,.578521544515459
1144005,7,1,2,3,4,2,7,6,1,2,3,4,.519651206360094
1144008,7,1,2,3,4,2,7,6,1,3,3,4,.935132154882118
1144009,7,1,2,1,2,2,7,6,1,1,1,2,.946292216684243
1144012,7,1,2,1,1,2,7,6,1,1,1,1,.946292216684243
1144014,7,1,1,1,1,2,7,6,1,1,1,1,.685665293290741
1144015,7,1,2,1,2,2,7,6,1,1,1,2,.946292216684243
1144018,7,1,2,2,3,2,7,6,1,2,2,3,.519651206360094
1144021,7,1,2,2,2,2,7,6,1,2,2,2,.519651206360094
1145002,7,1,2,3,5,2,7,6,1,4,3,5,.97464917316303
1145004,7,1,2,1,2,2,7,6,1,1,1,2,.785422539847923
1145006,7,1,2,3,5,2,7,6,1,3,3,5,.776159688552156
1145007,7,1,2,3,7,2,7,6,1,3,3,7,.776159688552156
1145010,7,1,2,2,1,2,7,6,1,2,2,1,.431310501278878
1145011,7,1,2,2,2,2,7,6,1,2,2,2,.431310501278878
1145013,7,1,2,2,3,1,7,6,1,2,2,3,.431310501278878
1145014,7,1,2,1,1,2,7,6,1,1,1,1,.785422539847923
1145016,7,1,2,2,6,2,7,6,1,2,2,6,.431310501278878
1145017,7,1,2,2,4,2,7,6,1,2,2,4,.431310501278878
1146001,7,1,2,3,5,2,7,6,1,4,3,5,.910063986989577
1146002,7,1,2,2,2,2,7,6,1,2,2,2,.402729684929072
1146004,7,1,2,1,4,2,7,6,1,1,1,4,.73337646793029
1146006,7,1,2,2,2,2,7,6,1,2,2,2,.402729684929072
1146007,7,1,2,3,5,2,7,6,1,3,3,5,.724727420033641
1146009,7,1,2,1,4,2,7,6,1,1,1,4,.73337646793029
1146010,7,1,2,1,2,2,7,6,1,1,1,2,.73337646793029
1146012,7,1,2,3,4,2,7,6,1,2,3,4,.402729684929072
1146014,7,1,2,3,7,2,7,6,1,4,3,7,.910063986989577
1146015,7,1,2,3,5,2,7,6,1,3,3,5,.724727420033641
1147001,7,1,2,3,4,2,7,6,1,2,3,4,.496266902073891
1147003,7,1,2,3,5,2,7,6,1,3,3,5,.893051207912424
1147004,7,1,2,1,1,2,7,6,1,1,1,1,.903709066933455
1147006,7,1,2,3,4,2,7,6,1,2,3,4,.496266902073891
1147007,7,1,2,3,5,2,7,6,1,3,3,5,.893051207912424
1147009,7,1,2,4,7,2,7,6,1,4,4,7,1.12143368719361
1147010,7,1,2,2,2,2,7,6,1,2,2,2,.496266902073891
1147012,7,1,2,1,1,2,7,6,1,1,1,1,.903709066933455
1147013,7,1,2,3,4,2,7,6,1,4,3,4,1.12143368719361
1147015,7,1,2,1,1,2,7,6,1,1,1,1,.903709066933455
1148002,7,1,2,2,2,2,7,6,1,2,2,2,.511856438264692
1148004,7,1,2,3,4,2,7,6,1,4,3,4,1.15666197056095
1148005,7,1,2,2,3,2,7,6,1,2,2,3,.511856438264692
1148007,7,1,2,3,4,2,7,6,1,4,3,4,1.15666197056095
1148009,7,1,2,1,4,2,7,6,1,1,1,4,.932097833433982
1148012,7,1,2,1,1,2,7,6,1,1,1,1,.932097833433982
1148014,7,1,2,2,2,2,7,6,1,2,2,2,.511856438264692
1148017,7,1,2,2,3,2,7,6,1,2,2,3,.511856438264692
1148019,7,1,2,2,2,2,7,6,1,2,2,2,.511856438264692
1148021,7,1,2,1,1,2,7,6,1,1,1,1,.932097833433982
1149001,7,1,2,1,1,2,7,6,1,1,1,1,.903709066933455
1149003,7,1,2,2,4,1,7,6,1,4,2,4,1.12143368719361
1149005,7,1,2,2,2,2,7,6,1,2,2,2,.496266902073891
1149008,7,1,2,2,2,2,7,6,1,2,2,2,.496266902073891
1149010,7,1,2,2,3,2,7,6,1,2,2,3,.496266902073891
1149011,7,1,2,1,2,2,7,6,1,1,1,2,.903709066933455
1149013,7,1,2,2,3,2,7,6,1,2,2,3,.496266902073891
1149015,7,1,2,3,2,2,7,6,1,2,3,2,.496266902073891
1149017,7,1,2,3,3,2,7,6,1,3,3,3,.893051207912424
1149019,7,1,2,2,2,2,7,6,1,2,2,2,.496266902073891
1150001,7,1,2,2,2,2,7,6,1,2,2,2,.584607607155105
1150004,7,1,3,1,1,2,7,6,1,1,1,1,.650836737579891
1150006,7,1,2,3,3,2,7,6,1,2,3,3,.584607607155105
1150009,7,1,3,1,1,2,7,6,1,1,1,1,.650836737579891
1150011,7,1,2,3,5,2,7,6,1,3,3,5,1.05202367424238
1150013,7,1,2,2,2,2,7,6,1,2,2,2,.584607607155105
1150015,7,1,2,4,3,2,7,6,1,3,4,3,1.05202367424238
1150018,7,1,2,4,3,2,7,6,1,3,4,3,1.05202367424238
1150020,7,1,2,2,2,2,7,6,1,2,2,2,.584607607155105
1150022,7,1,2,1,1,2,7,6,1,1,1,1,1.06457874376978
1151002,7,1,2,2,2,2,7,6,1,2,2,2,.441703525406081
1151004,7,1,2,1,1,2,7,6,1,1,1,1,.804348384181612
1151006,7,1,3,1,4,1,7,6,1,1,1,4,.491743312838141
1151007,7,1,2,3,4,2,7,6,1,2,3,4,.441703525406081
1151009,7,1,2,2,2,2,7,6,1,2,2,2,.441703525406081
1151011,7,1,2,3,2,2,7,6,1,2,3,2,.441703525406081
1151013,7,1,5,2,2,2,7,6,1,2,2,2,.270038156533961
1151014,7,1,5,3,3,2,7,6,1,3,3,3,.485943956502647
1151016,7,1,3,1,1,2,7,6,1,1,1,1,.491743312838141
1151018,7,1,3,1,1,2,7,6,1,1,1,1,.491743312838141
1152002,7,1,2,2,2,2,7,6,1,2,2,2,.649564007950116
1152005,7,1,2,3,2,2,7,6,1,2,3,2,.649564007950116
1152008,7,1,2,2,2,2,7,6,1,2,2,2,.649564007950116
1152010,7,1,2,1,1,2,7,6,1,1,1,1,1.18286527085531
1152012,7,1,2,2,2,2,7,6,1,2,2,2,.649564007950116
1152014,7,1,2,1,1,2,7,6,1,1,1,1,1.18286527085531
1152017,7,1,2,3,2,2,7,6,1,3,3,2,1.16891519360265
1152019,7,1,2,1,1,2,7,6,1,1,1,1,1.18286527085531
1152025,7,1,2,1,1,2,7,6,1,1,1,1,1.18286527085531
1152026,7,1,3,1,2,2,7,6,1,1,1,2,.723151930644325
1153001,7,1,1,2,4,1,7,6,1,2,2,4,.196248398119875
1153002,7,1,1,2,5,2,7,6,1,2,2,5,.196248398119875
1153003,7,1,1,2,5,2,7,6,1,2,2,5,.196248398119875
1153005,7,1,1,2,4,2,7,6,1,2,2,4,.196248398119875
1153006,7,1,1,2,4,2,7,6,1,2,2,4,.196248398119875
1153008,7,1,1,3,4,2,7,6,1,3,3,4,.353156473380402
1153009,7,1,1,3,5,2,7,6,1,3,3,5,.353156473380402
1153010,7,1,1,3,5,2,7,6,1,3,3,5,.353156473380402
1153011,7,1,1,2,4,2,7,6,1,2,2,4,.196248398119875
1153012,7,1,1,2,3,2,7,6,1,2,2,3,.196248398119875
1154001,7,1,1,2,4,2,7,6,1,2,2,4,.226855946450498
1154002,7,1,1,2,4,2,7,6,1,2,2,4,.226855946450498
1154003,7,1,1,1,2,2,7,6,1,1,1,2,.413107895848674
1154004,7,1,1,1,2,2,7,6,1,1,1,2,.413107895848674
1154006,7,1,1,3,5,2,7,6,1,3,3,5,.408235923357163
1154007,7,1,1,3,5,2,7,6,1,3,3,5,.408235923357163
1154009,7,1,1,3,4,2,7,6,1,4,3,4,.512635236052673
1154010,7,1,1,3,4,2,7,6,1,2,3,4,.226855946450498
1154011,7,1,1,2,5,2,7,6,1,2,2,5,.226855946450498
1154012,7,1,1,2,3,2,7,6,1,2,2,3,.226855946450498
1155001,7,1,1,3,6,2,7,6,1,4,3,6,.707924849787025
1155002,7,1,1,3,4,2,7,6,1,3,3,4,.563754370350367
1155003,7,1,1,2,5,2,7,6,1,2,2,5,.313277259384021
1155006,7,1,1,2,4,2,7,6,1,2,2,4,.313277259384021
1155007,7,1,1,2,3,2,7,6,1,2,2,3,.313277259384021
1155008,7,1,1,3,5,2,7,6,1,4,3,5,.707924849787025
1155009,7,1,1,2,4,2,7,6,1,2,2,4,.313277259384021
1155010,7,1,1,2,4,2,7,6,1,2,2,4,.313277259384021
1155012,7,1,1,2,3,2,7,6,1,2,2,3,.313277259384021
1155013,7,1,1,2,4,2,7,6,1,2,2,4,.313277259384021
1156001,7,1,1,3,5,2,7,6,1,3,3,5,.508674920373607
1156002,7,1,1,2,4,1,7,6,1,2,2,4,.282669711053398
1156004,7,1,1,1,3,2,7,6,1,1,1,3,.514745552763824
1156005,7,1,1,2,4,2,7,6,1,2,2,4,.282669711053398
1156007,7,1,1,2,6,2,7,6,1,2,2,6,.282669711053398
1156008,7,1,1,3,6,2,7,6,1,3,3,6,.508674920373607
1156009,7,1,1,2,4,2,7,6,1,2,2,4,.282669711053398
1156010,7,1,1,3,6,2,7,6,1,3,3,6,.508674920373607
1156011,7,1,1,2,2,2,7,6,1,2,2,2,.282669711053398
1156012,7,1,1,3,5,2,7,6,1,3,3,5,.508674920373607
1157002,7,1,1,3,7,2,7,6,1,4,3,7,.825912324751531
1157005,7,1,1,3,9,2,7,6,1,4,3,7,.825912324751531
1157008,7,1,1,2,5,1,7,6,1,2,2,5,.365490135948024
1157009,7,1,1,3,6,2,7,6,1,3,3,6,.657713432075427
1157011,7,1,1,3,6,2,7,6,1,3,3,6,.657713432075427
1157012,7,1,1,2,6,1,7,6,1,2,2,6,.365490135948024
1157014,7,1,1,3,7,1,7,6,1,4,3,7,.825912324751531
1157015,7,1,1,2,5,2,7,6,1,2,2,5,.365490135948024
1157016,7,1,1,3,6,2,7,6,1,3,3,6,.657713432075427
1157018,7,1,1,3,6,2,7,6,1,3,3,6,.657713432075427
1158001,7,1,1,1,2,2,7,6,1,1,1,2,.449172870883083
1158004,7,1,1,2,3,2,7,6,1,2,2,3,.24666083066443
1158007,7,1,1,2,4,2,7,6,1,2,2,4,.24666083066443
1158009,7,1,1,2,3,2,7,6,1,2,2,3,.24666083066443
1158012,7,1,1,2,3,2,7,6,1,2,2,3,.24666083066443
1158015,7,1,1,2,2,2,7,6,1,2,2,2,.24666083066443
1158017,7,1,1,3,4,2,7,6,1,3,3,4,.443875567459772
1158019,7,1,1,3,4,2,7,6,1,3,3,4,.443875567459772
1158021,7,1,1,2,2,2,7,6,1,2,2,2,.24666083066443
1158023,7,1,1,2,2,2,7,6,1,2,2,2,.24666083066443
1159003,7,1,1,3,7,2,7,6,1,3,3,7,.47627524391669
1159007,7,1,1,3,7,2,7,6,1,4,3,7,.598074442061452
1159009,7,1,1,2,2,2,7,6,1,2,2,2,.264665270858914
1159012,7,1,1,2,2,2,7,6,1,2,2,2,.264665270858914
1159014,7,1,1,3,5,2,7,6,1,3,3,5,.47627524391669
1159017,7,1,1,3,3,2,7,6,1,2,3,3,.264665270858914
1159020,7,1,1,2,4,2,7,6,1,2,2,4,.264665270858914
1159022,7,1,1,3,6,2,7,6,1,3,3,6,.47627524391669
1159025,7,1,1,3,6,2,7,6,1,3,3,6,.47627524391669
1159027,7,1,1,2,2,2,7,6,1,2,2,2,.264665270858914
1160001,7,1,1,2,2,2,7,6,1,2,2,2,.316878147422918
1160003,7,1,1,2,6,1,7,6,1,2,2,6,.316878147422918
1160004,7,1,1,2,4,2,7,6,1,2,2,4,.316878147422918
1160006,7,1,1,3,5,2,7,6,1,3,3,5,.57023430564175
1160008,7,1,1,2,4,2,7,6,1,4,2,4,.716061917025957
1160009,7,1,1,3,5,2,7,6,1,3,3,5,.57023430564175
1160011,7,1,1,2,3,2,7,6,1,2,2,3,.316878147422918
1160013,7,1,1,3,5,2,7,6,1,2,3,5,.316878147422918
1160014,7,1,1,3,6,2,7,6,1,4,3,6,.716061917025957
1160016,7,1,1,2,5,2,7,6,1,2,2,5,.316878147422918
1161001,7,1,1,2,5,2,7,6,1,3,2,5,.596154046807285
1161002,7,1,1,2,5,2,7,6,1,2,2,5,.331281699578504
1161003,7,1,1,1,4,2,7,6,1,1,1,4,.603268673302827
1161005,7,1,1,3,7,2,7,6,1,4,3,7,.748610185981682
1161006,7,1,1,3,4,2,7,6,1,3,3,4,.596154046807285
1161008,7,1,1,3,7,2,7,6,1,4,3,7,.748610185981682
1161009,7,1,1,2,6,2,7,6,1,2,2,6,.331281699578504
1161011,7,1,1,3,8,2,7,6,1,4,3,7,.748610185981682
1161012,7,1,1,1,3,2,7,6,1,1,1,3,.603268673302827
1161013,7,1,1,3,4,2,7,6,1,3,3,4,.596154046807285
1162001,7,1,1,2,7,2,7,6,1,2,2,7,.403299460356441
1162004,7,1,1,3,6,2,7,6,1,3,3,6,.725752752634955
1162005,7,1,1,3,6,2,7,6,1,4,3,6,.911351530760308
1162008,7,1,1,3,7,2,7,6,1,3,3,7,.725752752634955
1162011,7,1,1,2,3,1,7,6,1,2,2,3,.403299460356441
1162012,7,1,1,2,7,2,7,6,1,2,2,7,.403299460356441
1162014,7,1,1,2,6,2,7,6,1,2,2,6,.403299460356441
1162016,7,1,1,2,8,2,7,6,1,2,2,7,.403299460356441
1162018,7,1,1,1,5,2,7,6,1,1,1,5,.73441403706431
1162020,7,1,1,1,4,2,7,6,1,1,1,4,.73441403706431
1163002,7,1,1,3,5,2,7,6,1,3,3,5,.336956635151943
1163005,7,1,1,3,3,2,7,6,1,3,3,3,.336956635151943
1163007,7,1,1,2,5,2,7,6,1,2,2,5,.187246178022633
1163010,7,1,1,2,4,2,7,6,1,2,2,4,.187246178022633
1163011,7,1,1,1,3,2,7,6,1,1,1,3,.340977945779858
1163012,7,1,1,3,6,2,7,6,1,4,3,6,.423127496424429
1163013,7,1,1,3,6,1,7,6,1,3,3,6,.336956635151943
1163014,7,1,1,2,5,2,7,6,1,2,2,5,.187246178022633
1163015,7,1,1,3,6,2,7,6,1,3,3,6,.336956635151943
1163016,7,1,1,2,4,2,7,6,1,2,2,4,.187246178022633
1164001,7,1,1,3,5,2,7,6,1,2,3,5,.295272819189536
1164002,7,1,1,1,1,2,7,6,1,1,1,1,.537695991422085
1164004,7,1,1,3,5,2,7,6,1,2,3,5,.295272819189536
1164005,7,1,1,1,3,2,7,6,1,1,1,3,.537695991422085
1164006,7,1,1,2,3,2,7,6,1,2,2,3,.295272819189536
1164011,7,1,1,1,2,2,7,6,1,1,1,2,.537695991422085
1164012,7,1,1,3,4,2,7,6,1,2,3,4,.295272819189536
1164013,7,1,1,2,4,2,7,6,1,2,2,4,.295272819189536
1164014,7,1,1,2,3,2,7,6,1,2,2,3,.295272819189536
1164015,7,1,1,3,5,2,7,6,1,2,3,5,.295272819189536
1165001,7,1,1,3,6,2,7,6,1,2,3,6,.322279479481263
1165002,7,1,1,2,6,2,7,6,1,2,2,6,.322279479481263
1165003,7,1,1,1,4,2,7,6,1,1,1,4,.586875502832641
1165005,7,1,1,3,6,2,7,6,1,2,3,6,.322279479481263
1165007,7,1,1,1,1,2,7,6,1,1,1,1,.586875502832641
1165011,7,1,1,3,3,2,7,6,1,2,3,3,.322279479481263
1165012,7,1,1,1,2,2,7,6,1,1,1,2,.586875502832641
1165013,7,1,1,2,2,2,7,6,1,2,2,2,.322279479481263
1165014,7,1,1,2,3,2,7,6,1,2,2,3,.322279479481263
1165015,7,1,1,1,1,2,7,6,1,1,1,1,.586875502832641
1166001,7,1,1,1,2,2,7,6,1,1,1,2,.711463598406051
1166002,7,1,1,3,8,2,7,6,1,3,3,7,.703072979115113
1166004,7,1,1,3,5,2,7,6,1,4,3,5,.882871795424051
1166005,7,1,1,2,7,2,7,6,1,2,2,7,.390696352220302
1166007,7,1,1,2,3,2,7,6,1,2,2,3,.390696352220302
1166008,7,1,1,3,7,2,7,6,1,2,3,7,.390696352220302
1166010,7,1,1,3,5,2,7,6,1,4,3,5,.882871795424051
1166011,7,1,1,3,5,2,7,6,1,3,3,5,.703072979115113
1166013,7,1,1,3,4,2,7,6,1,3,3,4,.703072979115113
1166014,7,1,1,3,5,1,7,6,1,3,3,5,.703072979115113
1167002,7,1,1,1,2,2,7,6,1,1,1,2,.691791793841828
1167006,7,1,1,3,4,2,7,6,1,2,3,4,.379893688103611
1167008,7,1,1,2,3,1,7,6,1,2,2,3,.379893688103611
1167011,7,1,1,3,5,2,7,6,1,4,3,5,.858460593707255
1167012,7,1,1,3,7,2,7,6,1,3,3,7,.683633173240962
1167013,7,1,1,3,5,2,7,6,1,3,3,5,.683633173240962
1167014,7,1,1,1,3,2,7,6,1,1,1,3,.691791793841828
1167016,7,1,1,3,5,2,7,6,1,3,3,5,.683633173240962
1167018,7,1,1,3,6,2,7,6,1,3,3,6,.683633173240962
1167020,7,1,1,3,6,2,7,6,1,4,3,6,.858460593707255
1168001,7,1,1,2,2,2,7,6,1,2,2,2,.30247459526733
1168004,7,1,1,3,6,2,7,6,1,3,3,6,.544314564476216
1168007,7,1,1,3,5,2,7,6,1,3,3,5,.544314564476216
1168010,7,1,1,3,5,2,7,6,1,3,3,5,.544314564476216
1168014,7,1,1,3,4,2,7,6,1,2,3,4,.30247459526733
1168017,7,1,1,3,6,2,7,6,1,3,3,6,.544314564476216
1168020,7,1,1,2,3,2,7,6,1,2,2,3,.30247459526733
1168022,7,1,1,3,5,2,7,6,1,3,3,5,.544314564476216
1168025,7,1,1,3,7,2,7,6,1,3,3,7,.544314564476216
1168029,7,1,1,3,4,2,7,6,1,2,3,4,.30247459526733
1169001,7,1,1,3,6,2,7,6,1,3,3,6,.557274435058984
1169004,7,1,1,2,5,2,7,6,1,2,2,5,.309676371345124
1169008,7,1,1,3,5,2,7,6,1,3,3,5,.557274435058984
1169011,7,1,1,3,8,2,7,6,1,4,3,7,.699787782548095
1169012,7,1,1,2,5,1,7,6,1,2,2,5,.309676371345124
1169013,7,1,1,2,6,2,7,6,1,2,2,6,.309676371345124
1169014,7,1,1,3,10,2,7,6,1,3,3,7,.557274435058984
1169016,7,1,1,1,4,2,7,6,1,1,1,4,.563925064174381
1169018,7,1,1,3,6,2,7,6,1,3,3,6,.557274435058984
1169019,7,1,1,1,4,1,7,6,1,1,1,4,.563925064174381
1170002,7,1,1,2,5,2,7,6,1,2,2,5,.39249679623975
1170003,7,1,1,3,4,2,7,6,1,2,3,4,.39249679623975
1170006,7,1,1,1,4,2,7,6,1,1,1,4,.714742232500089
1170009,7,1,1,1,2,2,7,6,1,1,1,2,.714742232500089
1170010,7,1,1,3,6,2,7,6,1,3,3,6,.706312946760805
1170012,7,1,1,3,4,2,7,6,1,3,3,4,.706312946760805
1170014,7,1,1,3,6,2,7,6,1,4,3,6,.886940329043515
1170015,7,1,1,3,5,2,7,6,1,3,3,5,.706312946760805
1170016,7,1,1,2,4,2,7,6,1,2,2,4,.39249679623975
1170018,7,1,1,3,5,2,7,6,1,3,3,5,.706312946760805
1171001,7,1,1,2,3,2,7,6,1,2,2,3,.671565619254252
1171003,7,1,1,3,2,2,7,6,1,2,3,2,.671565619254252
1171004,7,1,1,1,1,2,7,6,1,1,1,1,1.22293051707584
1171006,7,1,1,1,2,2,7,6,1,1,1,2,1.22293051707584
1171008,7,1,1,1,1,2,7,6,1,1,1,1,1.22293051707584
1171009,7,1,1,1,1,2,7,6,1,1,1,1,1.22293051707584
1171011,7,1,1,2,2,2,7,6,1,2,2,2,.671565619254252
1171012,7,1,1,1,1,2,7,6,1,1,1,1,1.22293051707584
1171014,7,1,1,1,1,2,7,6,1,1,1,1,1.22293051707584
1171015,7,1,1,3,2,2,7,6,1,4,3,2,1.51756304006069
1172001,7,1,1,3,3,2,7,6,1,2,3,3,.230456834489395
1172005,7,1,2,1,2,2,7,6,1,1,1,2,.579183286987664
1172006,7,1,1,2,3,2,7,6,1,2,2,3,.230456834489395
1172011,7,1,1,2,5,2,7,6,1,2,2,5,.230456834489395
1172013,7,1,1,1,2,2,7,6,1,1,1,2,.419665164036749
1172014,7,1,2,2,2,2,7,6,1,2,2,2,.318055341130606
1172016,7,1,1,3,4,2,7,6,1,3,3,4,.414715858648546
1172018,7,1,1,1,2,2,7,6,1,1,1,2,.419665164036749
1172019,7,1,1,2,5,2,7,6,1,2,2,5,.230456834489395
1172020,7,1,1,2,4,2,7,6,1,2,2,4,.230456834489395
1173001,7,1,3,2,3,2,7,6,1,2,2,3,.311415950833557
1173004,7,1,3,2,4,2,7,6,1,2,2,4,.311415950833557
1173007,7,1,3,1,2,2,7,6,1,1,1,2,.567092863094234
1173008,7,1,3,2,3,2,7,6,1,2,2,3,.311415950833557
1173013,7,1,3,1,3,2,7,6,1,1,1,3,.567092863094234
1173014,7,1,1,2,4,2,7,6,1,2,2,4,.369091023986922
1173015,7,1,1,1,3,2,7,6,1,1,1,3,.672119989277605
1173016,7,1,1,2,4,2,7,6,1,2,2,4,.369091023986922
1173017,7,1,1,3,6,2,7,6,1,4,3,6,.834049391990461
1173019,7,1,1,3,3,2,7,6,1,2,3,3,.369091023986922
1174001,7,1,2,1,2,2,7,6,1,1,1,2,.452486942959113
1174003,7,1,1,2,5,2,7,6,1,2,2,5,.180044401944839
1174006,7,1,1,1,3,2,7,6,1,1,1,3,.327863409403709
1174009,7,1,1,3,4,2,7,6,1,2,3,4,.180044401944839
1174011,7,1,2,2,4,2,7,6,1,2,2,4,.248480735258285
1174013,7,1,2,1,3,2,7,6,1,1,1,3,.452486942959113
1174017,7,1,1,1,3,2,7,6,1,1,1,3,.327863409403709
1174018,7,1,3,2,2,2,7,6,1,2,2,2,.151910219918808
1174020,7,1,2,1,3,2,7,6,1,1,1,3,.452486942959113
1174022,7,1,2,2,1,2,7,6,1,2,2,1,.248480735258285
1175002,7,1,1,3,3,2,7,6,1,2,3,3,.37089146800637
1175003,7,1,1,2,3,2,7,6,1,2,2,3,.37089146800637
1175005,7,1,2,2,2,2,7,6,1,2,2,2,.511870314632068
1175007,7,1,2,1,2,2,7,6,1,1,1,2,.932123102495774
1175009,7,1,2,2,3,2,7,6,1,2,2,3,.511870314632068
1175012,7,1,1,3,3,2,7,6,1,2,3,3,.37089146800637
1175013,7,1,2,1,2,2,7,6,1,1,1,2,.932123102495774
1175014,7,1,2,2,2,2,7,6,1,2,2,2,.511870314632068
1175015,7,1,2,2,2,2,7,6,1,2,2,2,.511870314632068
1175016,7,1,2,3,3,2,7,6,1,2,3,3,.511870314632068
1176001,7,1,3,1,4,2,7,6,1,1,1,4,.556027636497273
1176002,7,1,3,1,3,1,7,6,1,1,1,3,.556027636497273
1176006,7,1,2,2,4,2,7,6,1,2,2,4,.499446277869154
1176007,7,1,2,2,4,1,7,6,1,2,2,4,.499446277869154
1176008,7,1,3,2,6,2,7,6,1,2,2,6,.305339542036804
1176009,7,1,2,1,3,2,7,6,1,1,1,3,.909498755347816
1176011,7,1,2,2,3,2,7,6,1,2,2,3,.499446277869154
1176012,7,1,2,1,3,2,7,6,1,1,1,3,.909498755347816
1176013,7,1,2,1,3,1,7,6,1,1,1,3,.909498755347816
1176014,7,1,2,2,3,2,7,6,1,2,2,3,.499446277869154
1177002,7,1,2,2,2,2,7,6,1,2,2,2,.534233580805313
1177004,7,1,2,2,4,2,7,6,1,4,2,4,1.2072284729074
1177006,7,1,2,2,3,2,7,6,1,2,2,3,.534233580805313
1177009,7,1,3,1,1,2,7,6,1,1,1,1,.594755929586636
1177010,7,1,2,1,3,2,7,6,1,1,1,3,.972846927362091
1177012,7,1,2,2,2,2,7,6,1,2,2,2,.534233580805313
1177014,7,1,2,1,1,2,7,6,1,1,1,1,.972846927362091
1177017,7,1,3,2,2,2,7,6,1,2,2,2,.326606972825437
1177020,7,1,2,2,2,2,7,6,1,2,2,2,.534233580805313
1177022,7,1,2,1,2,2,7,6,1,1,1,2,.972846927362091
1178003,7,1,3,1,1,2,7,6,1,1,1,1,.464739517072348
1178005,7,1,2,2,2,2,7,6,1,2,2,2,.41744763523392
1178007,7,1,3,1,2,2,7,6,1,1,1,2,.464739517072348
1178009,7,1,3,3,4,2,7,6,1,4,3,4,.576706120680537
1178010,7,1,3,1,3,2,7,6,1,1,1,3,.464739517072348
1178012,7,1,3,3,4,2,7,6,1,4,3,4,.576706120680537
1178014,7,1,3,3,4,2,7,6,1,4,3,4,.576706120680537
1178017,7,1,3,3,4,2,7,6,1,4,3,4,.576706120680537
1178019,7,1,3,1,2,2,7,6,1,1,1,2,.464739517072348
1178021,7,1,3,3,4,2,7,6,1,4,3,4,.576706120680537
1179002,7,1,4,1,1,2,7,6,1,1,1,1,.719239728802444
1179005,7,1,3,2,4,2,7,6,1,2,2,4,.394966571788902
1179007,7,1,2,1,3,2,7,6,1,1,1,3,1.17646605169369
1179009,7,1,3,3,4,2,7,6,1,2,3,4,.394966571788902
1179010,7,1,3,3,6,2,7,6,1,4,3,6,.892521377243688
1179011,7,1,3,3,3,2,7,6,1,2,3,3,.394966571788902
1179014,7,1,3,3,5,2,7,6,1,2,3,5,.394966571788902
1179015,7,1,3,3,5,2,7,6,1,4,3,5,.892521377243688
1179018,7,1,3,2,3,2,7,6,1,2,2,3,.394966571788902
1179019,7,1,3,2,5,2,7,6,1,2,2,5,.394966571788902
1180001,7,1,4,1,3,2,7,6,1,1,1,3,.625185302728278
1180004,7,1,2,1,3,2,7,6,1,1,1,3,1.0226204910876
1180006,7,1,2,3,3,2,7,6,1,2,3,3,.561566461683726
1180011,7,1,2,1,3,2,7,6,1,1,1,3,1.0226204910876
