HID,SQ1,SQ2,SQ3,DQ3,DQ4,Q1,BA01_1,BA01,BA02,BA03,BA04,BA05,WT
1002,1,1,1,3,7,2,1,1,1,3,3,7,.842601061032965
1003,1,1,1,3,8,1,1,1,1,3,3,7,.842601061032965
1004,1,1,1,3,5,2,1,1,1,2,3,5,.82890726565291
1005,1,1,1,2,7,2,1,1,1,2,2,7,.82890726565291
1006,1,1,1,3,6,2,1,1,1,3,3,6,.842601061032965
1007,1,1,1,3,9,2,1,1,1,2,3,7,.82890726565291
1008,1,1,1,1,4,2,1,1,1,1,1,4,1.83635132670201
1009,1,1,1,3,6,2,1,1,1,2,3,6,.82890726565291
1010,1,1,1,2,5,2,1,1,1,2,2,5,.82890726565291
1011,1,1,1,2,7,2,1,1,1,2,2,7,.82890726565291
2001,1,1,1,3,9,2,1,1,1,4,3,7,2.14858203143546
2002,1,1,1,3,10,2,1,1,1,4,3,7,2.14858203143546
2003,1,1,1,3,11,1,1,1,1,4,3,7,2.14858203143546
2004,1,1,1,2,4,2,1,1,1,2,2,4,1.24336089847936
2005,1,1,1,3,5,2,1,1,1,3,3,5,1.26390159154944
2006,1,1,1,3,8,2,1,1,1,3,3,7,1.26390159154944
2007,1,1,1,3,8,2,1,1,1,3,3,7,1.26390159154944
2008,1,1,1,3,8,2,1,1,1,3,3,7,1.26390159154944
2009,1,1,1,3,9,2,1,1,1,3,3,7,1.26390159154944
2010,1,1,1,3,8,2,1,1,1,2,3,7,1.24336089847936
3001,1,1,1,3,7,2,1,1,1,4,3,7,1.77813685360176
3003,1,1,1,3,5,2,1,1,1,4,3,5,1.77813685360176
3005,1,1,1,3,5,2,1,1,1,3,3,5,1.04598752404092
3006,1,1,1,2,5,2,1,1,1,2,2,5,1.02898832977603
3007,1,1,1,3,6,2,1,1,1,4,3,6,1.77813685360176
3008,1,1,1,2,5,2,1,1,1,2,2,5,1.02898832977603
3009,1,1,1,3,7,2,1,1,1,4,3,7,1.77813685360176
3010,1,1,1,3,5,2,1,1,1,2,3,5,1.02898832977603
3011,1,1,1,1,5,2,1,1,1,1,1,5,2.27960854349214
3012,1,1,1,3,6,2,1,1,1,4,3,6,1.77813685360176
4002,1,1,1,1,4,2,1,1,1,1,1,4,3.37192097058213
4004,1,1,1,3,6,2,1,1,1,4,3,6,2.63016076261927
4005,1,1,1,3,7,2,1,1,1,4,3,7,2.63016076261927
4006,1,1,1,3,6,2,1,1,1,4,3,6,2.63016076261927
4007,1,1,1,3,4,2,1,1,1,3,3,4,1.54718987931053
4008,1,1,1,1,5,2,1,1,1,1,1,5,3.37192097058213
4010,1,1,1,3,6,2,1,1,1,2,3,6,1.52204523779371
4011,1,1,1,3,6,2,1,1,1,3,3,6,1.54718987931053
4012,1,1,1,2,4,2,1,1,1,2,2,4,1.52204523779371
4014,1,1,1,3,5,2,1,1,1,4,3,5,2.63016076261927
5002,1,1,1,3,8,2,1,1,1,4,3,7,1.90161857954633
5003,1,1,1,2,8,2,1,1,1,2,2,7,1.10044585267714
5004,1,1,1,3,8,2,1,1,1,2,3,7,1.10044585267714
5005,1,1,1,2,5,1,1,1,1,2,2,5,1.10044585267714
5006,1,1,1,2,3,1,1,1,1,2,2,3,1.10044585267714
5007,1,1,1,3,5,2,1,1,1,2,3,5,1.10044585267714
5008,1,1,1,3,6,2,1,1,1,3,3,6,1.11862554654376
5009,1,1,1,1,6,2,1,1,1,1,1,6,2.43791469234577
5010,1,1,1,3,10,1,1,1,1,4,3,7,1.90161857954633
5011,1,1,1,2,4,2,1,1,1,2,2,4,1.10044585267714
6001,1,1,1,3,9,2,1,1,1,3,3,7,.777226840780406
6004,1,1,1,2,5,1,1,1,1,2,2,5,.764595495041907
6008,1,1,1,1,7,2,1,1,1,1,1,7,1.69387579273375
6010,1,1,1,3,7,2,1,1,1,4,3,7,1.32125446760686
6014,1,1,1,3,8,2,1,1,1,4,3,7,1.32125446760686
6015,1,1,1,1,5,2,1,1,1,1,1,5,1.69387579273375
6018,1,1,1,3,9,2,1,1,1,4,3,7,1.32125446760686
6022,1,1,1,3,7,2,1,1,1,4,3,7,1.32125446760686
6024,1,1,1,2,9,2,1,1,1,2,2,7,.764595495041907
6027,1,1,1,3,11,2,1,1,1,3,3,7,.777226840780406
7001,1,1,1,2,4,2,1,1,1,2,2,4,1.3934216965717
7002,1,1,1,2,5,2,1,1,1,2,2,5,1.3934216965717
7005,1,1,1,3,8,2,1,1,1,3,3,7,1.41644143880541
7006,1,1,1,3,9,2,1,1,1,3,3,7,1.41644143880541
7008,1,1,1,3,8,2,1,1,1,3,3,7,1.41644143880541
7009,1,1,1,3,11,2,1,1,1,4,3,7,2.40789365591905
7011,1,1,1,3,7,2,1,1,1,3,3,7,1.41644143880541
7013,1,1,1,3,6,2,1,1,1,3,3,6,1.41644143880541
7014,1,1,1,3,5,2,1,1,1,3,3,5,1.41644143880541
7017,1,1,1,3,4,2,1,1,1,3,3,4,1.41644143880541
8001,1,1,3,3,7,2,1,1,1,4,3,7,1.21586335332539
8004,1,1,3,2,5,1,1,1,1,2,2,5,.703606811050535
8008,1,1,3,1,6,2,1,1,1,1,1,6,1.55876218545568
8010,1,1,3,3,8,2,1,1,1,4,3,7,1.21586335332539
8012,1,1,1,3,10,1,1,1,1,3,3,7,1.16947216229575
8016,1,1,1,2,8,2,1,1,1,4,2,7,1.98805578770752
8017,1,1,3,2,6,2,1,1,1,2,2,6,.703606811050535
8019,1,1,1,3,7,2,1,1,1,4,3,7,1.98805578770752
8021,1,1,1,3,8,2,1,1,1,4,3,7,1.98805578770752
8023,1,1,3,3,5,2,1,1,1,3,3,5,.715230605530064
9003,1,1,1,4,7,2,1,1,1,3,4,7,1.40191383430485
9007,1,1,1,3,7,2,1,1,1,2,3,7,1.37913019199149
9008,1,1,1,3,7,2,1,1,1,3,3,7,1.40191383430485
9013,1,1,1,3,9,2,1,1,1,3,3,7,1.40191383430485
9016,1,1,3,3,8,2,1,1,1,3,3,7,.857388241411819
9018,1,1,3,1,3,2,1,1,1,1,1,3,1.86857827200588
9020,1,1,3,3,7,2,1,1,1,3,3,7,.857388241411819
9021,1,1,3,1,3,2,1,1,1,1,1,3,1.86857827200588
9024,1,1,3,1,3,2,1,1,1,1,1,3,1.86857827200588
9028,1,1,3,1,4,2,1,1,1,1,1,4,1.86857827200588
10001,1,1,2,3,9,2,1,1,1,3,3,7,2.4561675253482
10002,1,1,3,1,3,2,1,1,1,1,1,3,1.63621620709322
10003,1,1,3,3,6,2,1,1,1,3,3,6,.750770014500502
10004,1,1,3,3,7,2,1,1,1,4,3,7,1.27627892367696
10005,1,1,3,1,3,2,1,1,1,1,1,3,1.63621620709322
10006,1,1,2,2,7,2,1,1,1,2,2,7,2.41625034856466
10007,1,1,2,4,7,2,1,1,1,3,4,7,2.4561675253482
10008,1,1,2,3,6,2,1,1,1,2,3,6,2.41625034856466
10009,1,1,2,3,7,2,1,1,1,2,3,7,2.41625034856466
10010,1,1,3,3,7,2,1,1,1,2,3,7,.738568640171059
11003,1,1,3,2,7,2,1,1,1,2,2,7,.659507231137147
11005,1,1,3,2,4,2,1,1,1,2,2,4,.659507231137147
11007,1,1,3,2,5,2,1,1,1,2,2,5,.659507231137147
11009,1,1,3,3,7,2,1,1,1,3,3,7,.670402487396898
11012,1,1,3,3,6,2,1,1,1,3,3,6,.670402487396898
11013,1,1,3,1,4,2,1,1,1,1,1,4,1.46106449907195
11014,1,1,3,1,4,2,1,1,1,1,1,4,1.46106449907195
11016,1,1,3,1,4,2,1,1,1,1,1,4,1.46106449907195
11019,1,1,3,3,5,2,1,1,1,4,3,5,1.13965734981374
11021,1,1,3,3,5,2,1,1,1,4,3,5,1.13965734981374
11023,1,1,3,3,5,2,1,1,1,3,3,5,.670402487396898
12001,1,1,3,2,4,2,1,1,1,2,2,4,.782270926571712
12002,1,1,3,1,4,2,1,1,1,1,1,4,1.73303373414016
12003,1,1,3,3,5,2,1,1,1,3,3,5,.795194275713548
12004,1,1,3,2,4,2,1,1,1,2,2,4,.782270926571712
12005,1,1,3,2,5,2,1,1,1,2,2,5,.782270926571712
12006,1,1,3,3,6,2,1,1,1,4,3,6,1.35179838661642
12007,1,1,3,3,6,2,1,1,1,4,3,6,1.35179838661642
12008,1,1,3,3,5,2,1,1,1,4,3,5,1.35179838661642
12009,1,1,3,2,5,2,1,1,1,2,2,5,.782270926571712
12010,1,1,3,2,4,2,1,1,1,2,2,4,.782270926571712
13001,1,1,3,2,3,2,1,1,1,2,2,3,.948339614894199
13002,1,1,3,3,7,1,1,1,1,3,3,7,.964006468323131
13003,1,1,3,1,3,2,1,1,1,1,1,3,2.10094033691852
13004,1,1,3,2,5,2,1,1,1,2,2,5,.948339614894199
13005,1,1,3,3,6,2,1,1,1,3,3,6,.964006468323131
13006,1,1,3,1,3,2,1,1,1,1,1,3,2.10094033691852
13007,1,1,3,2,5,1,1,1,1,2,2,5,.948339614894199
13008,1,1,3,2,4,1,1,1,1,2,2,4,.948339614894199
13009,1,1,3,2,6,1,1,1,1,2,2,6,.948339614894199
13010,1,1,1,2,7,2,1,1,1,2,2,7,1.55062824695415
14001,1,1,1,3,5,2,1,1,1,3,3,5,.975447262636965
14002,1,1,1,2,5,2,1,1,1,2,2,5,.959594475551452
14004,1,1,1,3,6,2,1,1,1,3,3,6,.975447262636965
14005,1,1,1,3,6,2,1,1,1,3,3,6,.975447262636965
14008,1,1,1,3,8,2,1,1,1,3,3,7,.975447262636965
14009,1,1,1,2,4,1,1,1,1,2,2,4,.959594475551452
14010,1,1,1,3,8,2,1,1,1,3,3,7,.975447262636965
14011,1,1,1,3,8,2,1,1,1,2,3,7,.959594475551452
14012,1,1,1,3,5,2,1,1,1,4,3,5,1.65822123741878
14013,1,1,1,3,11,1,1,1,1,4,3,7,1.65822123741878
15003,1,1,1,3,4,2,1,1,1,4,3,4,1.82170783829105
15004,1,1,1,2,3,2,1,1,1,2,2,3,1.05420238159173
15006,1,1,1,3,5,2,1,1,1,3,3,5,1.07161811951667
15008,1,1,1,3,6,2,1,1,1,4,3,6,1.82170783829105
15009,1,1,1,2,2,2,1,1,1,2,2,2,1.05420238159173
15010,1,1,1,1,3,2,1,1,1,1,1,3,2.33546745488296
15011,1,1,1,2,3,2,1,1,1,2,2,3,1.05420238159173
15012,1,1,1,1,2,2,1,1,1,1,1,2,2.33546745488296
15013,1,1,1,3,4,2,1,1,1,4,3,4,1.82170783829105
15014,1,1,1,3,2,2,1,1,1,2,3,2,1.05420238159173
16002,1,1,1,3,11,1,1,1,1,3,3,7,1.4150854655156
16003,1,1,1,3,5,2,1,1,1,2,3,5,1.39208776030704
16005,1,1,1,3,4,2,1,1,1,2,3,4,1.39208776030704
16006,1,1,1,3,8,1,1,1,1,3,3,7,1.4150854655156
16007,1,1,1,3,7,2,1,1,1,3,3,7,1.4150854655156
16008,1,1,1,3,5,2,1,1,1,2,3,5,1.39208776030704
16009,1,1,1,3,11,1,1,1,1,4,3,7,2.40558855569204
16013,1,1,1,3,11,2,1,1,1,4,3,7,2.40558855569204
16014,1,1,1,3,7,2,1,1,1,2,3,7,1.39208776030704
16015,1,1,1,3,9,2,1,1,1,2,3,7,1.39208776030704
17001,1,1,1,3,7,2,1,1,1,2,3,7,1.11502174976049
17002,1,1,1,1,8,2,1,1,1,1,1,7,2.47020596189544
17003,1,1,1,3,8,1,1,1,1,3,3,7,1.13344224179647
17004,1,1,1,3,11,1,1,1,1,3,3,7,1.13344224179647
17007,1,1,1,3,8,2,1,1,1,2,3,7,1.11502174976049
17008,1,1,1,3,7,2,1,1,1,2,3,7,1.11502174976049
17010,1,1,1,2,7,2,1,1,1,2,2,7,1.11502174976049
17011,1,1,1,2,9,2,1,1,1,2,2,7,1.11502174976049
17012,1,1,1,2,9,2,1,1,1,2,2,7,1.11502174976049
17014,1,1,1,2,10,1,1,1,1,2,2,7,1.11502174976049
18001,1,1,1,3,7,2,1,1,1,2,3,7,1.23666048609799
18002,1,1,1,3,9,2,1,1,1,3,3,7,1.25709048635609
18003,1,1,1,3,11,2,1,1,1,3,3,7,1.25709048635609
18005,1,1,1,1,7,2,1,1,1,1,1,7,2.73968297592039
18007,1,1,1,2,8,1,1,1,1,2,2,7,1.23666048609799
18009,1,1,1,3,9,1,1,1,1,3,3,7,1.25709048635609
18010,1,1,1,4,9,2,1,1,1,3,4,7,1.25709048635609
18011,1,1,1,2,8,1,1,1,1,2,2,7,1.23666048609799
18012,1,1,1,3,11,2,1,1,1,3,3,7,1.25709048635609
18013,1,1,1,2,6,2,1,1,1,2,2,6,1.23666048609799
19001,1,1,1,3,8,2,1,1,1,3,3,7,.968577915716986
19002,1,1,1,2,7,2,1,1,1,2,2,7,.952836767977144
19003,1,1,1,3,7,2,1,1,1,4,3,7,1.64654362307076
19004,1,1,1,1,4,2,1,1,1,1,1,4,2.11090327652883
19005,1,1,1,3,8,2,1,1,1,3,3,7,.968577915716986
19006,1,1,1,3,8,2,1,1,1,3,3,7,.968577915716986
19007,1,1,1,3,6,1,1,1,1,3,3,6,.968577915716986
19008,1,1,1,2,7,1,1,1,1,2,2,7,.952836767977144
19009,1,1,1,3,10,2,1,1,1,3,3,7,.968577915716986
19010,1,1,1,1,4,2,1,1,1,1,1,4,2.11090327652883
20001,1,1,1,2,6,2,1,1,1,2,2,6,1.16232570278063
20003,1,1,1,3,8,2,1,1,1,3,3,7,1.18152767023633
20004,1,1,1,2,2,2,1,1,1,2,2,2,1.16232570278063
20006,1,1,1,3,11,1,1,1,1,4,3,7,2.00854966785937
20007,1,1,1,3,8,2,1,1,1,3,3,7,1.18152767023633
20009,1,1,1,3,6,2,1,1,1,3,3,6,1.18152767023633
20010,1,1,1,1,1,2,1,1,1,1,1,1,2.57500257846071
20011,1,1,1,2,3,2,1,1,1,2,2,3,1.16232570278063
20012,1,1,1,2,3,2,1,1,1,2,2,3,1.16232570278063
20013,1,1,1,3,8,2,1,1,1,4,3,7,2.00854966785937
21001,1,1,1,2,10,2,1,1,1,2,2,7,1.62860752540774
21002,1,1,1,3,6,2,1,1,1,2,3,6,1.62860752540774
21003,1,1,1,2,10,2,1,1,1,2,2,7,1.62860752540774
21004,1,1,1,3,5,2,1,1,1,3,3,5,1.65551260771485
21005,1,1,1,2,8,2,1,1,1,2,2,7,1.62860752540774
21006,1,1,1,3,10,2,1,1,1,4,3,7,2.81430505787272
21007,1,1,1,2,5,1,1,1,1,2,2,5,1.62860752540774
21008,1,1,1,1,4,2,1,1,1,1,1,4,3.6079977988897
21009,1,1,1,3,7,2,1,1,1,4,3,7,2.81430505787272
21010,1,1,1,2,10,2,1,1,1,2,2,7,1.62860752540774
22001,1,1,1,3,5,2,1,1,1,2,3,5,1.16908341035493
22002,1,1,1,1,3,2,1,1,1,1,1,3,2.5899735236843
22003,1,1,1,3,5,2,1,1,1,3,3,5,1.1883970171563
22004,1,1,1,1,3,2,1,1,1,1,1,3,2.5899735236843
22005,1,1,1,3,4,2,1,1,1,2,3,4,1.16908341035493
22006,1,1,1,2,3,2,1,1,1,2,2,3,1.16908341035493
22007,1,1,1,2,2,2,1,1,1,2,2,2,1.16908341035493
22008,1,1,1,3,6,2,1,1,1,3,3,6,1.1883970171563
22009,1,1,1,3,5,2,1,1,1,2,3,5,1.16908341035493
22010,1,1,1,1,2,2,1,1,1,1,1,2,2.5899735236843
23001,1,1,1,1,1,2,1,1,1,1,1,1,6.42253550092814
23002,1,1,1,1,2,2,1,1,1,1,1,2,6.42253550092814
23003,1,1,1,3,3,2,1,1,1,2,3,3,2.89905654937728
23004,1,1,1,3,2,2,1,1,1,2,3,2,2.89905654937728
23005,1,1,1,1,1,2,1,1,1,1,1,1,6.42253550092814
23006,1,1,1,2,3,2,1,1,1,2,2,3,2.89905654937728
23007,1,1,1,1,1,2,1,1,1,1,1,1,6.42253550092814
23008,1,1,1,1,1,2,1,1,1,1,1,1,6.42253550092814
23009,1,1,1,1,1,2,1,1,1,1,1,1,6.42253550092814
23010,1,1,1,2,2,2,1,1,1,2,2,2,2.89905654937728
24001,1,1,1,3,11,2,1,1,1,4,3,7,1.83338545263908
24002,1,1,1,2,11,1,1,1,1,2,2,7,1.06096008916604
24003,1,1,1,3,11,2,1,1,1,3,3,7,1.07848746643665
24004,1,1,1,3,11,2,1,1,1,3,3,7,1.07848746643665
24005,1,1,1,2,8,2,1,1,1,2,2,7,1.06096008916604
24006,1,1,3,3,11,1,1,1,1,4,3,7,1.12126943225985
24007,1,1,3,3,9,1,1,1,1,3,3,7,.659585810201606
24008,1,1,3,3,6,2,1,1,1,3,3,6,.659585810201606
24009,1,1,3,2,10,2,1,1,1,2,2,7,.648866344563367
24010,1,1,3,1,7,2,1,1,1,1,1,7,1.43749080514171
25001,1,1,3,3,7,2,1,1,1,3,3,7,.583964507121167
25003,1,1,3,2,4,2,1,1,1,2,2,4,.574474024804508
25005,1,1,3,3,7,2,1,1,1,3,3,7,.583964507121167
25006,1,1,3,1,4,2,1,1,1,1,1,4,1.27268294213183
25007,1,1,3,2,4,2,1,1,1,2,2,4,.574474024804508
25010,1,1,3,3,7,2,1,1,1,3,3,7,.583964507121167
25011,1,1,3,2,5,1,1,1,1,2,2,5,.574474024804508
25012,1,1,3,3,11,1,1,1,1,3,3,7,.583964507121167
25013,1,1,3,3,8,2,1,1,1,3,3,7,.583964507121167
25014,1,1,3,3,8,2,1,1,1,4,3,7,.992716248943435
26001,1,1,3,2,4,2,1,1,1,2,2,4,.698461224402603
26002,1,1,3,1,5,2,1,1,1,1,1,5,1.54736271381496
26003,1,1,3,2,6,2,1,1,1,2,2,6,.698461224402603
26004,1,1,3,2,7,1,1,1,1,2,2,7,.698461224402603
26005,1,1,1,3,9,2,1,1,1,4,3,7,1.97351682481531
26006,1,1,1,3,10,2,1,1,1,4,3,7,1.97351682481531
26008,1,1,3,1,4,2,1,1,1,1,1,4,1.54736271381496
26009,1,1,3,1,4,2,1,1,1,1,1,4,1.54736271381496
26010,1,1,3,2,7,2,1,1,1,2,2,7,.698461224402603
26011,1,1,3,2,7,2,1,1,1,2,2,7,.698461224402603
27001,1,1,3,2,10,2,1,1,1,2,2,7,.97536597017168
27002,1,1,3,1,4,2,1,1,1,1,1,4,2.16081420390729
27003,1,1,3,1,4,2,1,1,1,1,1,4,2.16081420390729
27004,1,1,3,3,6,2,1,1,1,4,3,6,1.68547507014857
27005,1,1,3,3,4,2,1,1,1,2,3,4,.97536597017168
27006,1,1,3,1,5,1,1,1,1,1,1,5,2.16081420390729
27007,1,1,3,2,8,1,1,1,1,2,2,7,.97536597017168
27008,1,1,3,2,10,2,1,1,1,2,2,7,.97536597017168
27009,1,1,3,1,5,2,1,1,1,1,1,5,2.16081420390729
27010,1,1,3,1,4,2,1,1,1,1,1,4,2.16081420390729
28001,1,1,3,1,3,2,1,1,1,1,1,3,2.16081420390729
28002,1,1,3,3,8,2,1,1,1,3,3,7,.991479307054641
28003,1,1,3,3,11,2,1,1,1,4,3,7,1.68547507014857
28004,1,1,3,1,4,2,1,1,1,1,1,4,2.16081420390729
28005,1,1,3,3,6,2,1,1,1,3,3,6,.991479307054641
28007,1,1,3,1,4,2,1,1,1,1,1,4,2.16081420390729
28009,1,1,3,1,4,2,1,1,1,1,1,4,2.16081420390729
28011,1,1,3,3,8,1,1,1,1,3,3,7,.991479307054641
28012,1,1,3,2,4,2,1,1,1,2,2,4,.97536597017168
28013,1,1,3,1,4,2,1,1,1,1,1,4,2.16081420390729
29001,1,1,3,3,10,1,1,1,1,3,3,7,1.34857990493449
29002,1,1,3,3,11,2,1,1,1,3,3,7,1.34857990493449
29003,1,1,2,2,5,1,1,1,1,2,2,5,4.34021951120837
29004,1,1,3,2,7,1,1,1,1,2,2,7,1.32666303569962
29005,1,1,3,3,11,2,1,1,1,3,3,7,1.34857990493449
29006,1,1,4,1,4,2,1,1,1,1,1,4,2.93907355700949
29007,1,1,3,2,7,1,1,1,1,2,2,7,1.32666303569962
29008,1,1,3,3,9,2,1,1,1,3,3,7,1.34857990493449
29009,1,1,2,3,9,2,1,1,1,3,3,7,4.41192123268403
29012,1,1,3,2,8,2,1,1,1,2,2,7,1.32666303569962
30001,1,1,3,1,5,2,1,1,1,1,1,5,2.32562206691717
30002,1,1,3,3,6,2,1,1,1,2,3,6,1.04975828993054
30003,1,1,3,3,8,2,1,1,1,3,3,7,1.06710061013508
30004,1,1,3,3,8,2,1,1,1,3,3,7,1.06710061013508
30008,1,1,3,3,9,2,1,1,1,3,3,7,1.06710061013508
30009,1,1,3,3,9,1,1,1,1,2,3,7,1.04975828993054
30010,1,1,3,3,9,1,1,1,1,2,3,7,1.04975828993054
30011,1,1,4,1,6,2,1,1,1,1,1,6,2.32562206691717
30012,1,1,4,1,5,2,1,1,1,1,1,5,2.32562206691717
30015,1,1,3,1,5,2,1,1,1,1,1,5,2.32562206691717
31001,1,1,1,2,7,1,1,1,1,2,2,7,.967658067068688
31002,1,1,1,3,7,1,1,1,1,3,3,7,.983644067092296
31004,1,1,1,3,7,1,1,1,1,4,3,7,1.67215547635452
31006,1,1,1,3,6,1,1,1,1,3,3,6,.983644067092296
31007,1,1,1,3,7,1,1,1,1,4,3,7,1.67215547635452
31010,1,1,1,3,7,1,1,1,1,3,3,7,.983644067092296
31011,1,1,1,3,7,1,1,1,1,4,3,7,1.67215547635452
31013,1,1,1,3,7,1,1,1,1,3,3,7,.983644067092296
31014,1,1,1,2,5,2,1,1,1,2,2,5,.967658067068688
31017,1,1,1,3,8,2,1,1,1,4,3,7,1.67215547635452
32001,1,1,1,3,8,2,1,1,1,3,3,7,.879001081231414
32003,1,1,1,3,7,2,1,1,1,3,3,7,.879001081231414
32004,1,1,1,3,8,2,1,1,1,3,3,7,.879001081231414
32006,1,1,1,3,5,2,1,1,1,4,3,5,1.49426659589128
32007,1,1,1,3,4,2,1,1,1,4,3,4,1.49426659589128
32009,1,1,1,3,10,2,1,1,1,4,3,7,1.49426659589128
32010,1,1,1,3,9,1,1,1,1,4,3,7,1.49426659589128
32012,1,1,1,3,10,1,1,1,1,4,3,7,1.49426659589128
32013,1,1,1,1,4,2,1,1,1,1,1,4,1.9156809507372
32015,1,1,1,3,11,2,1,1,1,3,3,7,.879001081231414
33002,1,1,1,3,9,2,1,1,1,3,3,7,1.31152542278973
33005,1,1,1,3,8,2,1,1,1,4,3,7,2.22954063513937
33009,1,1,1,3,10,2,1,1,1,3,3,7,1.31152542278973
33011,1,1,1,3,11,1,1,1,1,4,3,7,2.22954063513937
33014,1,1,1,3,8,2,1,1,1,3,3,7,1.31152542278973
33018,1,1,1,1,5,2,1,1,1,1,1,5,2.85831760903647
33020,1,1,1,3,9,1,1,1,1,3,3,7,1.31152542278973
33023,1,1,1,3,9,2,1,1,1,4,3,7,2.22954063513937
33025,1,1,1,2,6,2,1,1,1,2,2,6,1.29021075609159
33028,1,1,1,2,6,2,1,1,1,2,2,6,1.29021075609159
34001,1,1,1,3,8,1,1,1,1,3,3,7,.844120085944451
34003,1,1,1,3,7,1,1,1,1,4,3,7,1.43497030240353
34006,1,1,1,4,7,1,1,1,1,4,4,7,1.43497030240353
34007,1,1,1,2,6,1,1,1,1,2,2,6,.830401603654689
34008,1,1,1,3,7,2,1,1,1,3,3,7,.844120085944451
34010,1,1,1,3,7,1,1,1,1,3,3,7,.844120085944451
34011,1,1,1,3,7,1,1,1,1,3,3,7,.844120085944451
34014,1,1,1,2,5,1,1,1,1,2,2,5,.830401603654689
34015,1,1,1,3,7,1,1,1,1,3,3,7,.844120085944451
34017,1,1,1,3,7,1,1,1,1,3,3,7,.844120085944451
35001,1,1,1,3,6,1,1,1,1,2,3,6,1.07060041462919
35003,1,1,1,2,4,2,1,1,1,2,2,4,1.07060041462919
35004,1,1,1,2,5,1,1,1,1,2,2,5,1.07060041462919
35006,1,1,1,3,8,1,1,1,1,3,3,7,1.08828705295318
35009,1,1,1,3,8,2,1,1,1,4,3,7,1.85004435681777
35010,1,1,1,3,9,2,1,1,1,3,3,7,1.08828705295318
35012,1,1,1,3,9,1,1,1,1,3,3,7,1.08828705295318
35013,1,1,1,3,9,1,1,1,1,3,3,7,1.08828705295318
35015,1,1,1,1,4,2,1,1,1,1,1,4,2.37179546281749
35017,1,1,1,3,6,2,1,1,1,3,3,6,1.08828705295318
36001,1,1,1,2,3,2,1,1,1,2,2,3,1.25589664023808
36003,1,1,1,3,6,1,1,1,1,3,3,6,1.27664442750276
36004,1,1,1,3,7,1,1,1,1,3,3,7,1.27664442750276
36006,1,1,1,2,2,1,1,1,1,2,2,2,1.25589664023808
36007,1,1,1,3,6,2,1,1,1,3,3,6,1.27664442750276
36009,1,1,1,2,3,2,1,1,1,2,2,3,1.25589664023808
36010,1,1,1,3,7,2,1,1,1,3,3,7,1.27664442750276
36012,1,1,1,3,9,2,1,1,1,4,3,7,2.17024434165161
36014,1,1,1,3,5,2,1,1,1,3,3,5,1.27664442750276
36015,1,1,1,3,5,2,1,1,1,4,3,5,2.17024434165161
37002,1,1,1,3,9,2,1,1,1,3,3,7,.983644067092296
37005,1,1,1,3,8,2,1,1,1,4,3,7,1.67215547635452
37009,1,1,1,3,10,1,1,1,1,3,3,7,.983644067092296
37012,1,1,1,1,5,2,1,1,1,1,1,5,2.14373820677735
37017,1,1,1,3,9,2,1,1,1,3,3,7,.983644067092296
37019,1,1,1,3,10,2,1,1,1,3,3,7,.983644067092296
37022,1,1,1,2,5,1,1,1,1,2,2,5,.967658067068688
37024,1,1,1,3,9,2,1,1,1,4,3,7,1.67215547635452
37027,1,1,1,3,9,2,1,1,1,3,3,7,.983644067092296
37029,1,1,1,2,6,2,1,1,1,2,2,6,.967658067068688
38002,1,1,1,3,6,1,1,1,1,3,3,6,1.18595383975667
38003,1,1,1,3,7,1,1,1,1,3,3,7,1.18595383975667
38006,1,1,1,3,7,1,1,1,1,4,3,7,2.01607397858347
38007,1,1,1,3,7,1,1,1,1,3,3,7,1.18595383975667
38009,1,1,1,2,5,1,1,1,1,2,2,5,1.16667993901899
38010,1,1,1,2,6,1,1,1,1,2,2,6,1.16667993901899
38012,1,1,1,2,6,1,1,1,1,2,2,6,1.16667993901899
38013,1,1,1,3,7,1,1,1,1,4,3,7,2.01607397858347
38016,1,1,1,2,6,1,1,1,1,2,2,6,1.16667993901899
38017,1,1,1,2,5,1,1,1,1,2,2,5,1.16667993901899
39001,1,1,1,3,9,1,1,1,1,4,3,7,2.33627396341732
39003,1,1,1,3,10,1,1,1,1,4,3,7,2.33627396341732
39005,1,1,1,4,10,2,1,1,1,4,4,7,2.33627396341732
39008,1,1,1,3,9,2,1,1,1,4,3,7,2.33627396341732
39009,1,1,1,3,9,2,1,1,1,4,3,7,2.33627396341732
39011,1,1,1,3,9,2,1,1,1,3,3,7,1.37431121430626
39012,1,1,1,3,10,2,1,1,1,4,3,7,2.33627396341732
39014,1,1,1,1,4,2,1,1,1,1,1,4,2.99515196266055
39015,1,1,1,2,6,2,1,1,1,2,2,6,1.35197616462789
39017,1,1,1,2,7,2,1,1,1,2,2,7,1.35197616462789
40001,1,1,1,3,4,2,1,1,1,4,3,4,1.80260732202757
40003,1,1,1,3,5,2,1,1,1,4,3,5,1.80260732202757
40004,1,1,1,3,4,1,1,1,1,3,3,4,1.06038225672361
40006,1,1,1,3,9,2,1,1,1,4,3,7,1.80260732202757
40008,1,1,1,2,3,1,1,1,1,2,2,3,1.04314912194639
40009,1,1,1,3,6,2,1,1,1,3,3,6,1.06038225672361
40011,1,1,1,3,8,2,1,1,1,3,3,7,1.06038225672361
40012,1,1,1,3,6,2,1,1,1,4,3,6,1.80260732202757
40014,1,1,1,2,2,1,1,1,1,2,2,2,1.04314912194639
40015,1,1,1,2,3,1,1,1,1,2,2,3,1.04314912194639
